,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,300,50,50.0,5,15000.0,13550.712,7560.888,OBTEA,220.091,466.459,382.831,847.677,2577.159,6096.284,892.785,2057.554,82.546,67.431,3.516,2.101,73.819,155.384,73.81,155.39,1.44651,3.03999,2893.01958
1,10,300,50,50.0,5,15000.0,13550.712,7560.888,Baseline,242.892,346.826,276.286,627.216,0.0,0.0,1302.383,3431.004,164.248,115.986,3.342,2.122,77.08,108.217,13.66,24.46,0.30476,0.54505,609.52151
