,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,100,10,10.0,0,995.443,475.506,509.51,OBTEA,12.31,13.984,26.143,27.594,33.139,41.268,23.79,20.281,58.529,51.765,1.537,0.966,4.736,4.608,4.65,4.68,0.0017,0.00209,3.39225
1,10,100,10,10.0,0,995.443,475.506,509.51,Baseline,20.696,17.992,27.41,35.819,0.0,0.0,31.709,43.635,71.257,57.406,1.416,0.927,6.972,5.332,1.86,2.11,0.00113,0.00153,2.25846
