,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,100,50,50.0,5,5000.0,4501.615,2531.486,OBTEA,253.295,572.722,409.349,916.217,2848.044,6624.733,971.793,2263.808,85.078,68.663,3.476,2.107,84.907,190.78,84.91,190.78,0.51015,1.2373,1020.29138
1,10,100,50,50.0,5,5000.0,4501.615,2531.486,Baseline,254.321,442.356,318.881,994.072,0.0,0.0,1584.397,5523.477,169.383,124.202,3.311,2.154,80.446,137.838,14.99,31.82,0.11518,0.26258,230.35046
