,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,100,50,10.0,5,4974.567,497.667,524.377,OBTEA,215.587,491.812,524.244,1074.8,3578.785,11082.59,1210.47,2839.249,124.774,89.377,4.905,2.725,72.283,163.83,72.28,163.83,0.09599,0.26603,191.97842
1,10,100,50,10.0,5,4974.567,497.667,524.377,Baseline,168.637,186.835,311.551,947.616,0.0,0.0,1581.167,7435.79,241.424,148.259,4.885,2.752,53.841,59.581,9.12,8.83,0.01843,0.02277,36.86494
