,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,10,10,20.0,0,99.994,145.714,105.285,OBTEA,12.704,15.715,23.99,27.15,31.871,39.974,21.873,18.842,44.649,40.882,1.402,0.895,4.884,5.181,4.79,5.26,0.00059,0.00083,1.1785
1,10,10,10,20.0,0,99.994,145.714,105.285,Baseline,24.314,22.282,24.649,35.641,0.0,0.0,29.134,42.27,62.529,52.772,1.248,0.799,8.27,6.796,1.6,2.05,0.00044,0.00105,0.88932
