,depth,obj_num,cond_pred,act_pred,max_copy_times,literals_obj_count,state_avg,act_avg,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,wm_cond_tick_avg,wm_cond_tick_std,cond_tick_avg,cond_tick_std,cost_avg,cost_std,step_avg,step_std,expand_num_avg,expand_num_std,for_num_avg,for_num_std,plan_time_avg,plan_time_std,plan_time_total
0,10,100,50,30.0,5,4999.999,2495.997,1527.44,OBTEA,212.917,450.63,471.399,1225.393,3111.278,8152.979,1147.938,3147.285,97.673,79.408,3.973,2.446,71.409,150.106,71.41,150.11,0.25034,0.56939,500.6753
1,10,100,50,30.0,5,4999.999,2495.997,1527.44,Baseline,202.099,240.551,288.256,661.414,0.0,0.0,1391.884,3429.381,189.436,136.676,3.856,2.464,64.124,75.363,11.73,16.21,0.05361,0.07497,107.22063
