,literals_num,depth,iters,state,act,tree_size_avg,tree_size_std,ticks_avg,ticks_std,cost_avg,cost_std,plan_time_avg,plan_time_std,plan_time_total
0,500,10,10,30.519,31.038,200.581,138.825,496.44,300.026,420.294,152.3,0.05598,0.05539,111.96497
1,500,10,10,30.519,31.038,190.526,183.525,400.351,451.777,435.024,150.97,0.05207,0.06268,104.14848
