,max_actcopy,literals_num,depth,iters,state,act,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,cost_avg,cost_std,state_num_avg,state_num_std,expand_num_avg,expand_num_std,plan_time_avg,plan_time_std,plan_time_total
0,5,10,10,100,83.0,446.0,OBTEA,5.0,,11.0,,1.0,,163.0,0.0,2.0,0.0,0.001,0.0,0.002
1,5,10,10,100,83.0,446.0,Baseline,539.0,,11.0,,84.0,,180.0,0.0,1.0,0.0,0.001,0.0,0.002
