,max_actcopy,literals_num,depth,iters,state,act,btalgorithm,tree_size_avg,tree_size_std,ticks_avg,ticks_std,cost_avg,cost_std,state_num_avg,state_num_std,expand_num_avg,expand_num_std,plan_time_avg,plan_time_std,plan_time_total
0,5,10,10,100,89.56,139.65,OBTEA,21.13,21.725,15.09,10.383,0.9,0.333,32.56,15.323,6.76,6.898,0.00142,0.00164,0.28407
1,5,10,10,100,89.56,139.65,Baseline,106.0,55.233,29.67,23.883,29.7,34.641,35.74,18.178,0.89,0.313,0.00052,0.0026,0.10402
