,difficult,merge_time,tree_size_avg,tree_size_std,ticks_avg,ticks_std,cost_avg,cost_std,plan_time_avg,plan_time_std,plan_time_total
0,Hard,0,377.625,589.502,581.0,1379.352,69.3,69.468,0.10525,0.17329,4.20987
1,Hard,1,377.625,589.502,581.0,1379.352,69.3,69.468,0.10765,0.17032,4.3059
